start,num_opps,teams,website_in_favor,website_against,game
1612036800,2,Aston Villa,mybookieag,onexbet,"{'commence_time': 1612036800, 'team': ['Aston Villa', 'Southampton'], 'sport_key': 'soccer_epl'}"
1612101600,1,Leeds United,mybookieag,onexbet,"{'commence_time': 1612101600, 'team': ['Leeds United', 'Leicester City'], 'sport_key': 'soccer_epl'}"
1612110600,1,Liverpool,onexbet,mybookieag,"{'commence_time': 1612110600, 'team': ['Liverpool', 'West Ham United'], 'sport_key': 'soccer_epl'}"
1612120500,1,Brighton and Hove Albion,pinnacle,onexbet,"{'commence_time': 1612120500, 'team': ['Brighton and Hove Albion', 'Tottenham Hotspur'], 'sport_key': 'soccer_epl'}"
1611603900,1,Tottenham Hotspur,matchbook,onexbet,"{'commence_time': 1611603900, 'team': ['Tottenham Hotspur', 'Wycombe Wanderers'], 'sport_key': 'soccer_fa_cup'}"
1611603900,1,Tottenham Hotspur,matchbook,onexbet,"{'commence_time': 1611603900, 'team': ['Tottenham Hotspur', 'Wycombe Wanderers'], 'sport_key': 'soccer_fa_cup'}"
1612022400,2,Montpellier,gtbets,mybookieag,"{'commence_time': 1612022400, 'team': ['Montpellier', 'RC Lens'], 'sport_key': 'soccer_france_ligue_one'}"
1612036800,2,Marseille,gtbets,lowvig,"{'commence_time': 1612036800, 'team': ['Marseille', 'Rennes'], 'sport_key': 'soccer_france_ligue_one'}"
1612094400,2,Nice,gtbets,mybookieag,"{'commence_time': 1612094400, 'team': ['Nice', 'Saint Etienne'], 'sport_key': 'soccer_france_ligue_one'}"
1612101600,1,Stade de Reims,mybookieag,gtbets,"{'commence_time': 1612101600, 'team': ['Stade de Reims', 'Strasbourg'], 'sport_key': 'soccer_france_ligue_one'}"
1612101600,1,Brest,gtbets,lowvig,"{'commence_time': 1612101600, 'team': ['Brest', 'Metz'], 'sport_key': 'soccer_france_ligue_one'}"
1612101600,1,Angers,gtbets,mybookieag,"{'commence_time': 1612101600, 'team': ['Angers', 'Nîmes Olympique'], 'sport_key': 'soccer_france_ligue_one'}"
1612123200,1,AS Monaco,gtbets,mybookieag,"{'commence_time': 1612123200, 'team': ['AS Monaco', 'Nantes'], 'sport_key': 'soccer_france_ligue_one'}"
1612022400,2,Montpellier,onexbet,mybookieag,"{'commence_time': 1612022400, 'team': ['Montpellier', 'RC Lens'], 'sport_key': 'soccer_france_ligue_one'}"
1612036800,2,Marseille,onexbet,pinnacle,"{'commence_time': 1612036800, 'team': ['Marseille', 'Rennes'], 'sport_key': 'soccer_france_ligue_one'}"
1612094400,2,Nice,onexbet,mybookieag,"{'commence_time': 1612094400, 'team': ['Nice', 'Saint Etienne'], 'sport_key': 'soccer_france_ligue_one'}"
1612101600,1,Stade de Reims,mybookieag,onexbet,"{'commence_time': 1612101600, 'team': ['Stade de Reims', 'Strasbourg'], 'sport_key': 'soccer_france_ligue_one'}"
1612101600,1,Brest,onexbet,pinnacle,"{'commence_time': 1612101600, 'team': ['Brest', 'Metz'], 'sport_key': 'soccer_france_ligue_one'}"
1612101600,1,Angers,onexbet,mybookieag,"{'commence_time': 1612101600, 'team': ['Angers', 'Nîmes Olympique'], 'sport_key': 'soccer_france_ligue_one'}"
1612123200,1,AS Monaco,onexbet,mybookieag,"{'commence_time': 1612123200, 'team': ['AS Monaco', 'Nantes'], 'sport_key': 'soccer_france_ligue_one'}"
1612375200,1,Brest,mybookieag,onexbet,"{'commence_time': 1612375200, 'team': ['Brest', 'Strasbourg'], 'sport_key': 'soccer_france_ligue_one'}"
1612375200,2,Angers,mybookieag,onexbet,"{'commence_time': 1612375200, 'team': ['Angers', 'Stade de Reims'], 'sport_key': 'soccer_france_ligue_one'}"
1612375200,1,Bordeaux,mybookieag,onexbet,"{'commence_time': 1612375200, 'team': ['Bordeaux', 'Lille'], 'sport_key': 'soccer_france_ligue_one'}"
1612375200,2,Metz,onexbet,mybookieag,"{'commence_time': 1612375200, 'team': ['Metz', 'Montpellier'], 'sport_key': 'soccer_france_ligue_one'}"
1612382400,1,Nantes,mybookieag,onexbet,"{'commence_time': 1612382400, 'team': ['Nantes', 'Saint Etienne'], 'sport_key': 'soccer_france_ligue_one'}"
1611948600,1,FSV Mainz 05,matchbook,onexbet,"{'commence_time': 1611948600, 'team': ['FSV Mainz 05', 'VfB Stuttgart'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,2,Eintracht Frankfurt,onexbet,matchbook,"{'commence_time': 1612017000, 'team': ['Eintracht Frankfurt', 'Hertha Berlin'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,2,Borussia Monchengladbach,onexbet,matchbook,"{'commence_time': 1612017000, 'team': ['Borussia Monchengladbach', 'Union Berlin'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,1,Schalke 04,matchbook,onexbet,"{'commence_time': 1612017000, 'team': ['Schalke 04', 'Werder Bremen'], 'sport_key': 'soccer_germany_bundesliga'}"
1612027800,1,Bayer Leverkusen,matchbook,onexbet,"{'commence_time': 1612027800, 'team': ['Bayer Leverkusen', 'RB Leipzig'], 'sport_key': 'soccer_germany_bundesliga'}"
1612103400,2,Arminia Bielefeld,matchbook,onexbet,"{'commence_time': 1612103400, 'team': ['Arminia Bielefeld', 'FC Koln'], 'sport_key': 'soccer_germany_bundesliga'}"
1612112400,1,SC Freiburg,matchbook,onexbet,"{'commence_time': 1612112400, 'team': ['SC Freiburg', 'VfL Wolfsburg'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,1,Eintracht Frankfurt,gtbets,lowvig,"{'commence_time': 1612017000, 'team': ['Eintracht Frankfurt', 'Hertha Berlin'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,2,Borussia Monchengladbach,gtbets,mybookieag,"{'commence_time': 1612017000, 'team': ['Borussia Monchengladbach', 'Union Berlin'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,1,Schalke 04,mybookieag,gtbets,"{'commence_time': 1612017000, 'team': ['Schalke 04', 'Werder Bremen'], 'sport_key': 'soccer_germany_bundesliga'}"
1612027800,1,Bayer Leverkusen,mybookieag,gtbets,"{'commence_time': 1612027800, 'team': ['Bayer Leverkusen', 'RB Leipzig'], 'sport_key': 'soccer_germany_bundesliga'}"
1612103400,1,Arminia Bielefeld,lowvig,gtbets,"{'commence_time': 1612103400, 'team': ['Arminia Bielefeld', 'FC Koln'], 'sport_key': 'soccer_germany_bundesliga'}"
1612112400,1,SC Freiburg,mybookieag,gtbets,"{'commence_time': 1612112400, 'team': ['SC Freiburg', 'VfL Wolfsburg'], 'sport_key': 'soccer_germany_bundesliga'}"
1611948600,1,FSV Mainz 05,matchbook,onexbet,"{'commence_time': 1611948600, 'team': ['FSV Mainz 05', 'VfB Stuttgart'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,2,Eintracht Frankfurt,onexbet,matchbook,"{'commence_time': 1612017000, 'team': ['Eintracht Frankfurt', 'Hertha Berlin'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,2,Borussia Monchengladbach,onexbet,mybookieag,"{'commence_time': 1612017000, 'team': ['Borussia Monchengladbach', 'Union Berlin'], 'sport_key': 'soccer_germany_bundesliga'}"
1612017000,1,Schalke 04,mybookieag,onexbet,"{'commence_time': 1612017000, 'team': ['Schalke 04', 'Werder Bremen'], 'sport_key': 'soccer_germany_bundesliga'}"
1612027800,1,Bayer Leverkusen,mybookieag,onexbet,"{'commence_time': 1612027800, 'team': ['Bayer Leverkusen', 'RB Leipzig'], 'sport_key': 'soccer_germany_bundesliga'}"
1612103400,2,Arminia Bielefeld,matchbook,onexbet,"{'commence_time': 1612103400, 'team': ['Arminia Bielefeld', 'FC Koln'], 'sport_key': 'soccer_germany_bundesliga'}"
1612112400,1,SC Freiburg,mybookieag,onexbet,"{'commence_time': 1612112400, 'team': ['SC Freiburg', 'VfL Wolfsburg'], 'sport_key': 'soccer_germany_bundesliga'}"
1612621800,1,FSV Mainz 05,mybookieag,onexbet,"{'commence_time': 1612621800, 'team': ['FSV Mainz 05', 'Union Berlin'], 'sport_key': 'soccer_germany_bundesliga'}"
1612717200,2,Arminia Bielefeld,mybookieag,onexbet,"{'commence_time': 1612717200, 'team': ['Arminia Bielefeld', 'Werder Bremen'], 'sport_key': 'soccer_germany_bundesliga'}"
1611949500,2,Fiorentina,onexbet,matchbook,"{'commence_time': 1611949500, 'team': ['Fiorentina', 'Torino'], 'sport_key': 'soccer_italy_serie_a'}"
1612015200,1,AC Milan,onexbet,matchbook,"{'commence_time': 1612015200, 'team': ['AC Milan', 'Bologna'], 'sport_key': 'soccer_italy_serie_a'}"
1612026000,1,Juventus,onexbet,matchbook,"{'commence_time': 1612026000, 'team': ['Juventus', 'Sampdoria'], 'sport_key': 'soccer_italy_serie_a'}"
1612092600,2,Spezia,matchbook,onexbet,"{'commence_time': 1612092600, 'team': ['Spezia', 'Udinese'], 'sport_key': 'soccer_italy_serie_a'}"
1612101600,2,Crotone,matchbook,onexbet,"{'commence_time': 1612101600, 'team': ['Crotone', 'Genoa'], 'sport_key': 'soccer_italy_serie_a'}"
1612101600,2,Cagliari,matchbook,onexbet,"{'commence_time': 1612101600, 'team': ['Cagliari', 'Sassuolo'], 'sport_key': 'soccer_italy_serie_a'}"
1612122300,2,AS Roma,onexbet,matchbook,"{'commence_time': 1612122300, 'team': ['AS Roma', 'Hellas Verona FC'], 'sport_key': 'soccer_italy_serie_a'}"
1611949500,2,Fiorentina,gtbets,mybookieag,"{'commence_time': 1611949500, 'team': ['Fiorentina', 'Torino'], 'sport_key': 'soccer_italy_serie_a'}"
1612015200,1,AC Milan,gtbets,mybookieag,"{'commence_time': 1612015200, 'team': ['AC Milan', 'Bologna'], 'sport_key': 'soccer_italy_serie_a'}"
1612092600,2,Spezia,bovada,gtbets,"{'commence_time': 1612092600, 'team': ['Spezia', 'Udinese'], 'sport_key': 'soccer_italy_serie_a'}"
1612101600,2,Crotone,mybookieag,gtbets,"{'commence_time': 1612101600, 'team': ['Crotone', 'Genoa'], 'sport_key': 'soccer_italy_serie_a'}"
1612101600,1,Atalanta BC,gtbets,bovada,"{'commence_time': 1612101600, 'team': ['Atalanta BC', 'Lazio'], 'sport_key': 'soccer_italy_serie_a'}"
1612101600,2,Cagliari,bovada,gtbets,"{'commence_time': 1612101600, 'team': ['Cagliari', 'Sassuolo'], 'sport_key': 'soccer_italy_serie_a'}"
1611949500,2,Fiorentina,onexbet,mybookieag,"{'commence_time': 1611949500, 'team': ['Fiorentina', 'Torino'], 'sport_key': 'soccer_italy_serie_a'}"
1612015200,1,AC Milan,onexbet,mybookieag,"{'commence_time': 1612015200, 'team': ['AC Milan', 'Bologna'], 'sport_key': 'soccer_italy_serie_a'}"
1612026000,1,Juventus,onexbet,matchbook,"{'commence_time': 1612026000, 'team': ['Juventus', 'Sampdoria'], 'sport_key': 'soccer_italy_serie_a'}"
1612092600,2,Spezia,matchbook,onexbet,"{'commence_time': 1612092600, 'team': ['Spezia', 'Udinese'], 'sport_key': 'soccer_italy_serie_a'}"
1612101600,2,Crotone,mybookieag,onexbet,"{'commence_time': 1612101600, 'team': ['Crotone', 'Genoa'], 'sport_key': 'soccer_italy_serie_a'}"
1612101600,2,Cagliari,matchbook,onexbet,"{'commence_time': 1612101600, 'team': ['Cagliari', 'Sassuolo'], 'sport_key': 'soccer_italy_serie_a'}"
1612122300,2,AS Roma,onexbet,matchbook,"{'commence_time': 1612122300, 'team': ['AS Roma', 'Hellas Verona FC'], 'sport_key': 'soccer_italy_serie_a'}"
1611604800,1,Brescia,matchbook,onexbet,"{'commence_time': 1611604800, 'team': ['Brescia', 'Monza'], 'sport_key': 'soccer_italy_serie_b'}"
1611604800,1,Brescia,pinnacle,onexbet,"{'commence_time': 1611604800, 'team': ['Brescia', 'Monza'], 'sport_key': 'soccer_italy_serie_b'}"
1611770400,1,Chievo Verona,onexbet,pinnacle,"{'commence_time': 1611770400, 'team': ['Chievo Verona', 'Cittadella'], 'sport_key': 'soccer_italy_serie_b'}"
1611950400,2,Venezia,onexbet,pinnacle,"{'commence_time': 1611950400, 'team': ['Venezia', 'Vicenza'], 'sport_key': 'soccer_italy_serie_b'}"
1611585000,2,Belenenses,onexbet,matchbook,"{'commence_time': 1611585000, 'team': ['Belenenses', 'Tondela'], 'sport_key': 'soccer_portugal_primeira_liga'}"
1611592200,1,Rio Ave FC,onexbet,matchbook,"{'commence_time': 1611592200, 'team': ['Rio Ave FC', 'Santa Clara'], 'sport_key': 'soccer_portugal_primeira_liga'}"
1611585000,2,Belenenses,gtbets,bovada,"{'commence_time': 1611585000, 'team': ['Belenenses', 'Tondela'], 'sport_key': 'soccer_portugal_primeira_liga'}"
1611592200,1,Rio Ave FC,gtbets,mybookieag,"{'commence_time': 1611592200, 'team': ['Rio Ave FC', 'Santa Clara'], 'sport_key': 'soccer_portugal_primeira_liga'}"
1611585000,2,Belenenses,onexbet,matchbook,"{'commence_time': 1611585000, 'team': ['Belenenses', 'Tondela'], 'sport_key': 'soccer_portugal_primeira_liga'}"
1611592200,1,Rio Ave FC,onexbet,mybookieag,"{'commence_time': 1611592200, 'team': ['Rio Ave FC', 'Santa Clara'], 'sport_key': 'soccer_portugal_primeira_liga'}"
1614355200,2,FC Rotor Volgograd,onexbet,mybookieag,"{'commence_time': 1614355200, 'team': ['FC Rotor Volgograd', 'Tambov'], 'sport_key': 'soccer_russia_premier_league'}"
1614441600,1,Arsenal Tula,mybookieag,onexbet,"{'commence_time': 1614441600, 'team': ['Arsenal Tula', 'FK Sochi'], 'sport_key': 'soccer_russia_premier_league'}"
1614441600,2,CSKA Moscow,onexbet,mybookieag,"{'commence_time': 1614441600, 'team': ['CSKA Moscow', 'Lokomotiv Moscow'], 'sport_key': 'soccer_russia_premier_league'}"
1614510000,1,Rubin Kazan,mybookieag,onexbet,"{'commence_time': 1614510000, 'team': ['Rubin Kazan', 'Spartak Moscow'], 'sport_key': 'soccer_russia_premier_league'}"
1614519000,2,Dinamo Moscow,onexbet,mybookieag,"{'commence_time': 1614519000, 'team': ['Dinamo Moscow', 'FC Akhmat Grozny'], 'sport_key': 'soccer_russia_premier_league'}"
1611604800,2,Athletic Bilbao,onexbet,matchbook,"{'commence_time': 1611604800, 'team': ['Athletic Bilbao', 'Getafe'], 'sport_key': 'soccer_spain_la_liga'}"
1611950400,2,Huesca,matchbook,onexbet,"{'commence_time': 1611950400, 'team': ['Huesca', 'Valladolid'], 'sport_key': 'soccer_spain_la_liga'}"
1612011600,2,Eibar,matchbook,onexbet,"{'commence_time': 1612011600, 'team': ['Eibar', 'Sevilla'], 'sport_key': 'soccer_spain_la_liga'}"
1612027800,2,Elche CF,matchbook,onexbet,"{'commence_time': 1612027800, 'team': ['Elche CF', 'Valencia'], 'sport_key': 'soccer_spain_la_liga'}"
1612036800,2,Real Sociedad,matchbook,onexbet,"{'commence_time': 1612036800, 'team': ['Real Sociedad', 'Villarreal'], 'sport_key': 'soccer_spain_la_liga'}"
1612114200,2,Celta Vigo,onexbet,matchbook,"{'commence_time': 1612114200, 'team': ['Celta Vigo', 'Granada CF'], 'sport_key': 'soccer_spain_la_liga'}"
1611604800,2,Athletic Bilbao,onexbet,matchbook,"{'commence_time': 1611604800, 'team': ['Athletic Bilbao', 'Getafe'], 'sport_key': 'soccer_spain_la_liga'}"
1611950400,2,Huesca,mybookieag,onexbet,"{'commence_time': 1611950400, 'team': ['Huesca', 'Valladolid'], 'sport_key': 'soccer_spain_la_liga'}"
1612011600,2,Eibar,matchbook,onexbet,"{'commence_time': 1612011600, 'team': ['Eibar', 'Sevilla'], 'sport_key': 'soccer_spain_la_liga'}"
1612027800,2,Elche CF,matchbook,onexbet,"{'commence_time': 1612027800, 'team': ['Elche CF', 'Valencia'], 'sport_key': 'soccer_spain_la_liga'}"
1612036800,2,Real Sociedad,matchbook,onexbet,"{'commence_time': 1612036800, 'team': ['Real Sociedad', 'Villarreal'], 'sport_key': 'soccer_spain_la_liga'}"
1612114200,2,Celta Vigo,onexbet,mybookieag,"{'commence_time': 1612114200, 'team': ['Celta Vigo', 'Granada CF'], 'sport_key': 'soccer_spain_la_liga'}"
1612209600,1,CA Osasuna,mybookieag,onexbet,"{'commence_time': 1612209600, 'team': ['CA Osasuna', 'Real Betis'], 'sport_key': 'soccer_spain_la_liga'}"
1611604800,2,CD Mirandés,matchbook,onexbet,"{'commence_time': 1611604800, 'team': ['CD Mirandés', 'FC Cartagena'], 'sport_key': 'soccer_spain_segunda_division'}"
1611604800,2,CD Mirandés,betonlineag,onexbet,"{'commence_time': 1611604800, 'team': ['CD Mirandés', 'FC Cartagena'], 'sport_key': 'soccer_spain_segunda_division'}"
1611684000,1,Albacete,betonlineag,onexbet,"{'commence_time': 1611684000, 'team': ['Albacete', 'Alcorcón'], 'sport_key': 'soccer_spain_segunda_division'}"
1611950400,1,SD Ponferradina,betonlineag,onexbet,"{'commence_time': 1611950400, 'team': ['SD Ponferradina', 'Zaragoza'], 'sport_key': 'soccer_spain_segunda_division'}"
1612018800,1,Albacete,betonlineag,onexbet,"{'commence_time': 1612018800, 'team': ['Albacete', 'Oviedo'], 'sport_key': 'soccer_spain_segunda_division'}"
1612026900,1,Alcorcón,onexbet,betonlineag,"{'commence_time': 1612026900, 'team': ['Alcorcón', 'Málaga'], 'sport_key': 'soccer_spain_segunda_division'}"
1612035000,1,Girona FC,betonlineag,onexbet,"{'commence_time': 1612035000, 'team': ['Girona FC', 'Mallorca'], 'sport_key': 'soccer_spain_segunda_division'}"
1612036800,1,Almería,onexbet,betonlineag,"{'commence_time': 1612036800, 'team': ['Almería', 'CD Castellón'], 'sport_key': 'soccer_spain_segunda_division'}"
1612098000,1,FC Cartagena,betonlineag,onexbet,"{'commence_time': 1612098000, 'team': ['FC Cartagena', 'Sporting Gijón'], 'sport_key': 'soccer_spain_segunda_division'}"
1612105200,1,Rayo Vallecano,betonlineag,onexbet,"{'commence_time': 1612105200, 'team': ['Rayo Vallecano', 'RCD Espanyol'], 'sport_key': 'soccer_spain_segunda_division'}"
1612113300,1,CD Mirandés,onexbet,betonlineag,"{'commence_time': 1612113300, 'team': ['CD Mirandés', 'Las Palmas'], 'sport_key': 'soccer_spain_segunda_division'}"
1612121400,1,CF Fuenlabrada,betonlineag,onexbet,"{'commence_time': 1612121400, 'team': ['CF Fuenlabrada', 'Tenerife'], 'sport_key': 'soccer_spain_segunda_division'}"
1611770400,2,Dundee United,mybookieag,onexbet,"{'commence_time': 1611770400, 'team': ['Dundee United', 'St Mirren'], 'sport_key': 'soccer_spl'}"
1611770400,1,Motherwell,onexbet,pinnacle,"{'commence_time': 1611770400, 'team': ['Motherwell', 'Ross County'], 'sport_key': 'soccer_spl'}"
1611770400,2,Aberdeen,onexbet,mybookieag,"{'commence_time': 1611770400, 'team': ['Aberdeen', 'St Johnstone'], 'sport_key': 'soccer_spl'}"
1611776700,1,Kilmarnock,pinnacle,onexbet,"{'commence_time': 1611776700, 'team': ['Kilmarnock', 'Livingston'], 'sport_key': 'soccer_spl'}"
1612018800,1,Dundee United,mybookieag,onexbet,"{'commence_time': 1612018800, 'team': ['Dundee United', 'Hibernian'], 'sport_key': 'soccer_spl'}"
1612018800,2,Kilmarnock,mybookieag,onexbet,"{'commence_time': 1612018800, 'team': ['Kilmarnock', 'St Johnstone'], 'sport_key': 'soccer_spl'}"
1612018800,2,Aberdeen,mybookieag,onexbet,"{'commence_time': 1612018800, 'team': ['Aberdeen', 'Livingston'], 'sport_key': 'soccer_spl'}"
1611767700,1,FC Vaduz,bovada,gtbets,"{'commence_time': 1611767700, 'team': ['FC Vaduz', 'FC Zurich'], 'sport_key': 'soccer_switzerland_superleague'}"
1611862200,2,FC Basel,gtbets,bovada,"{'commence_time': 1611862200, 'team': ['FC Basel', 'FC Sion'], 'sport_key': 'soccer_switzerland_superleague'}"
1611590400,1,Alanyaspor,onexbet,matchbook,"{'commence_time': 1611590400, 'team': ['Alanyaspor', 'Ankaragücü'], 'sport_key': 'soccer_turkey_super_league'}"
1611579600,2,Kasimpasa SK,bovada,gtbets,"{'commence_time': 1611579600, 'team': ['Kasimpasa SK', 'Sivasspor'], 'sport_key': 'soccer_turkey_super_league'}"
1611590400,2,Alanyaspor,gtbets,betonlineag,"{'commence_time': 1611590400, 'team': ['Alanyaspor', 'Ankaragücü'], 'sport_key': 'soccer_turkey_super_league'}"
1611579600,1,Kasimpasa SK,pinnacle,onexbet,"{'commence_time': 1611579600, 'team': ['Kasimpasa SK', 'Sivasspor'], 'sport_key': 'soccer_turkey_super_league'}"
1611590400,2,Alanyaspor,onexbet,betonlineag,"{'commence_time': 1611590400, 'team': ['Alanyaspor', 'Ankaragücü'], 'sport_key': 'soccer_turkey_super_league'}"
1612002600,1,Kasimpasa SK,onexbet,pinnacle,"{'commence_time': 1612002600, 'team': ['Kasimpasa SK', 'Kayserispor'], 'sport_key': 'soccer_turkey_super_league'}"
1612011600,1,Alanyaspor,onexbet,pinnacle,"{'commence_time': 1612011600, 'team': ['Alanyaspor', 'Sivasspor'], 'sport_key': 'soccer_turkey_super_league'}"
1612089000,1,Ankaragücü,pinnacle,onexbet,"{'commence_time': 1612089000, 'team': ['Ankaragücü', 'Erzurum BB'], 'sport_key': 'soccer_turkey_super_league'}"
1612098000,2,Denizlispor,pinnacle,onexbet,"{'commence_time': 1612098000, 'team': ['Denizlispor', 'Goztepe'], 'sport_key': 'soccer_turkey_super_league'}"
1612098000,2,Antalyaspor,pinnacle,onexbet,"{'commence_time': 1612098000, 'team': ['Antalyaspor', 'Genclerbirligi SK'], 'sport_key': 'soccer_turkey_super_league'}"
1612108800,1,Besiktas JK,onexbet,pinnacle,"{'commence_time': 1612108800, 'team': ['Besiktas JK', 'Trabzonspor'], 'sport_key': 'soccer_turkey_super_league'}"
1613505600,1,Barcelona,onexbet,matchbook,"{'commence_time': 1613505600, 'team': ['Barcelona', 'Paris Saint Germain'], 'sport_key': 'soccer_uefa_champs_league'}"
1613505600,2,Liverpool,onexbet,matchbook,"{'commence_time': 1613505600, 'team': ['Liverpool', 'RB Leipzig'], 'sport_key': 'soccer_uefa_champs_league'}"
1613592000,2,Borussia Dortmund,matchbook,onexbet,"{'commence_time': 1613592000, 'team': ['Borussia Dortmund', 'Sevilla'], 'sport_key': 'soccer_uefa_champs_league'}"
1613592000,1,FC Porto,matchbook,onexbet,"{'commence_time': 1613592000, 'team': ['FC Porto', 'Juventus'], 'sport_key': 'soccer_uefa_champs_league'}"
1614196800,2,Atalanta,matchbook,onexbet,"{'commence_time': 1614196800, 'team': ['Atalanta', 'Real Madrid'], 'sport_key': 'soccer_uefa_champs_league'}"
1613505600,2,Barcelona,onexbet,pinnacle,"{'commence_time': 1613505600, 'team': ['Barcelona', 'Paris Saint Germain'], 'sport_key': 'soccer_uefa_champs_league'}"
1613505600,2,Liverpool,onexbet,matchbook,"{'commence_time': 1613505600, 'team': ['Liverpool', 'RB Leipzig'], 'sport_key': 'soccer_uefa_champs_league'}"
1613592000,2,Borussia Dortmund,matchbook,onexbet,"{'commence_time': 1613592000, 'team': ['Borussia Dortmund', 'Sevilla'], 'sport_key': 'soccer_uefa_champs_league'}"
1613592000,1,FC Porto,pinnacle,onexbet,"{'commence_time': 1613592000, 'team': ['FC Porto', 'Juventus'], 'sport_key': 'soccer_uefa_champs_league'}"
1614110400,1,Atletico Madrid,onexbet,pinnacle,"{'commence_time': 1614110400, 'team': ['Atletico Madrid', 'Chelsea'], 'sport_key': 'soccer_uefa_champs_league'}"
1614196800,2,Atalanta,matchbook,onexbet,"{'commence_time': 1614196800, 'team': ['Atalanta', 'Real Madrid'], 'sport_key': 'soccer_uefa_champs_league'}"
